spatial_id,scene_id,split,climate,landcover,s1_timestamp_ms,s2_timestamp_ms,utm_epsg,month,min_lon,min_lat,max_lon,max_lat
558,1150,train,BW - Arid desert,Cropland,1549378286000,1549352449000,EPSG:32639,2,48.37744285616788,32.10929478703484,48.5945127585953,32.293860414263555
931,609,train,"Cs - Temperate, dry summer",Grassland,1518620904000,1518595614316,EPSG:32637,2,41.399359981877325,37.32735631774586,41.6313138607164,37.512357401935596
401,1112,train,"Ds - Cold, dry summer",Built up,1565832595000,1565849876676,EPSG:32642,8,69.11804779750437,40.91948422019772,69.35665502260957,41.10022649048913
442,382,train,"Dw - Cold, dry winter",Built up,1568151975000,1568169932868,EPSG:32651,9,125.14617359326475,43.883932034246634,125.40233435081943,44.06891425341731
116,437,train,"Cw - Temperate, dry winter",Forest,1556472204000,1556443418000,EPSG:32733,4,14.815517510927155,-10.756086332671437,14.998537441179812,-10.575057989537154
1023,1860,train,"Cw - Temperate, dry winter",Grassland,1585327578000,1585297084952,EPSG:32735,3,27.632475102827982,-28.401472103647965,27.837802487060554,-28.219760333999
1030,1402,train,"Af - Tropical, rainforest",Grassland,1552879166000,1552896609000,EPSG:32736,3,34.921554587700776,-0.379772001062889,35.10130215095182,-0.198815741496573
406,1711,train,BS - Arid Steppe,Built up,1557666894000,1557641866000,EPSG:32642,5,71.45062877496586,40.93066678074634,71.69541251033613,41.116049481742685
157,1796,train,"Ds - Cold, dry summer",Shrubs,1572487232000,1572462743765,EPSG:32610,10,-121.2419424639789,43.29962760824468,-120.98942336063716,43.48377878397645
45,1384,train,"Cs - Temperate, dry summer",Forest,1593794988000,1593769731623,EPSG:32633,7,16.883890599116334,42.84085576957635,17.134826776187662,43.025241504915506
224,541,train,"Aw - Tropical, savannah",Shrubs,1581263866000,1581236332614,EPSG:32636,2,33.55575317324364,4.036329248423182,33.736177238103984,4.217491645337067
503,1378,train,BS - Arid Steppe,Cropland,1560880925000,1560856207000,EPSG:32630,6,-2.87146330625021,40.073515804543405,-2.635831023037168,40.25429443332655
179,1529,train,"Cf - Temperate, no dry season",Shrubs,1589459988000,1589477168195,EPSG:32614,5,-100.14444088200749,28.342826054777525,-99.93836801167387,28.52498355978535
845,1511,train,"Am - Tropical, monsoon",Wetlands,1604396364000,1604413419703,EPSG:32721,11,-59.437848020534304,-3.396385359806016,-59.25745207172196,-3.215080234993173
530,1114,train,EF - Frost,Cropland,1571243038000,1571218135799,EPSG:32634,10,23.065383959971353,42.17946714280729,23.31409704784522,42.36427113195091
1218,651,train,"Dw - Cold, dry winter",Bare/Moss/Lichen,1600301911000,1600319393426,EPSG:32645,9,85.1192406527938,32.12505544990527,85.33498846061944,32.30846602169079
754,346,train,"Cs - Temperate, dry summer",Wetlands,1538755666000,1538730198907,EPSG:32635,10,28.3161092922534,40.29171244913959,28.55560572439446,40.474855952684074
629,913,train,"Cw - Temperate, dry winter",Cropland,1565513649000,1565530658075,EPSG:32722,8,-49.759155195033586,-18.472112507894817,-49.568384284054716,-18.289976319020813
998,124,train,"Am - Tropical, monsoon",Grassland,1608369077000,1608386337802,EPSG:32721,12,-57.10976607421643,-23.108379521379213,-56.91435509449826,-22.92760605389217
712,708,train,"Dw - Cold, dry winter",Ice/Snow,1586734658000,1586752205975,EPSG:32646,4,94.60814798530348,30.050226719417104,94.81894065810401,30.233435245343035
250,178,train,"Df(c|d) - Cold, no dry season",Shrubs,1562916440000,1562894990455,EPSG:32656,7,150.02833581210666,62.12763134583844,150.42917629272532,62.31471768371372
921,1405,train,BW - Arid desert,Grassland,1590381471000,1590398820013,EPSG:32633,5,17.472796723352666,13.363969755090299,17.659402775046008,13.546610291228358
241,820,train,"Dw - Cold, dry winter",Shrubs,1570274291000,1570248523416,EPSG:32647,10,100.45971484024291,34.598147155261714,100.68150289097737,34.78134172213546
45,2048,train,"Cs - Temperate, dry summer",Forest,1582390183000,1582365520291,EPSG:32633,2,16.883890599116334,42.84085576957635,17.134826776187662,43.025241504915506
557,1774,train,BS - Arid Steppe,Cropland,1590764466000,1590739728967,EPSG:32638,5,44.073627026502585,39.963006616094134,44.31033740887469,40.144908490346495
28,1005,train,"Cs - Temperate, dry summer",Forest,1509301561000,1509275516456,EPSG:32629,10,-6.911911242521359,37.470196982236736,-6.680195649142343,37.65465261131481
1162,996,train,"Cs - Temperate, dry summer",Bare/Moss/Lichen,1545731788000,1545749549000,EPSG:32719,12,-70.3643759893131,-35.13776012895686,-70.14226490483972,-34.95509999555489
1091,781,train,"Aw - Tropical, savannah",Bare/Moss/Lichen,1581391121000,1581408513573,EPSG:32637,2,36.8613141135328,4.698864116620856,37.0421874632145,4.88031175953485
345,600,train,"Cf - Temperate, no dry season",Built up,1517507325000,1517483575460,EPSG:32631,2,0.327909201923334,52.27966429022589,0.631783930340037,52.465651424434704
1128,1542,train,"Dw - Cold, dry winter",Bare/Moss/Lichen,1564013893000,1564031400200,EPSG:32645,7,85.1192406527938,32.12505544990527,85.33498846061944,32.30846602169079
504,696,train,"Ds - Cold, dry summer",Cropland,1512455119000,1512471866462,EPSG:32630,12,-4.149962058855772,40.93216598442863,-3.909182552436374,41.11451614153945
228,760,train,"Aw - Tropical, savannah",Shrubs,1579403440000,1579420772076,EPSG:32637,1,37.598373097243666,1.147214199369946,37.77828124224959,1.328291632919886
77,707,train,"Dw - Cold, dry winter",Forest,1545391033000,1545364756000,EPSG:32648,12,102.13234001175246,32.16982137104942,102.35000479907492,32.35476800673128
367,338,train,"Df(c|d) - Cold, no dry season",Built up,1582000712000,1582018114414,EPSG:32634,2,23.172145572857353,42.59012982950134,23.42282985671243,42.77508320486382
59,1270,train,"Ds - Cold, dry summer",Forest,1583420946000,1583395767591,EPSG:32638,3,43.10676548319628,37.27092981588765,43.33688180222662,37.454606293897456
1094,1831,train,"Cs - Temperate, dry summer",Bare/Moss/Lichen,1560350642000,1560324597000,EPSG:32639,6,49.77565600882076,35.55310968131202,49.999145766252504,35.73553629026945
169,1851,train,BW - Arid desert,Shrubs,1586309071000,1586283898824,EPSG:32612,4,-111.9710090242787,32.70149097141794,-111.75558468429874,32.88344662952495
192,60,train,"Af - Tropical, rainforest",Shrubs,1556582228000,1556554811000,EPSG:32616,4,-86.7844310735732,12.191215377549511,-86.60021444160735,12.372373693868893
1127,1715,train,"Cw - Temperate, dry winter",Bare/Moss/Lichen,1547381667000,1547355634000,EPSG:32645,1,86.52475573652778,29.615275767615074,86.7322788643764,29.796442255817695
674,1940,train,"Df(a|b) - Cold, no dry season",Ice/Snow,1595772213000,1595790612748,EPSG:32611,7,-119.16260966598205,51.594974952047345,-118.86534232110708,51.77974239881353
646,325,train,"Af - Tropical, rainforest",Cropland,1600251985000,1600223319403,EPSG:32750,9,119.0753571638792,-3.504022495201197,119.25577534747565,-3.322715286323031
31,648,train,"Cf - Temperate, no dry season",Forest,1535350606000,1535367998056,EPSG:32630,8,-1.175076764206358,44.15515882412022,-0.918511587085234,44.33949205316356
963,119,train,"Dw - Cold, dry winter",Grassland,1570746765000,1570764783259,EPSG:32650,10,116.44367652447288,53.621468419187636,116.74856788026536,53.80234133623195
869,1656,train,"Af - Tropical, rainforest",Wetlands,1580164855000,1580182126570,EPSG:32748,1,105.94207699341423,-3.091378808444243,106.12228761707239,-2.910206124019171
689,1119,train,"Cw - Temperate, dry winter",Ice/Snow,1602420986000,1602394799426,EPSG:32643,10,76.53126512005235,32.474030243665844,76.74762559905253,32.65724573149578
1162,1543,train,"Cs - Temperate, dry summer",Bare/Moss/Lichen,1546768588000,1546785752000,EPSG:32719,1,-70.3643759893131,-35.13776012895686,-70.14226490483972,-34.95509999555489
329,35,train,"Am - Tropical, monsoon",Built up,1600604270000,1600621706105,EPSG:32614,9,-96.50889236252421,19.627559061420435,-96.31522439174203,19.810958152609082
324,1357,train,BS - Arid Steppe,Built up,1602594717000,1602612306193,EPSG:32612,10,-108.36130923900946,32.70003343685319,-108.14230144462321,32.88501574786321
77,2089,train,"Dw - Cold, dry winter",Forest,1576495039000,1576468759415,EPSG:32648,12,102.13234001175246,32.16982137104942,102.35000479907492,32.35476800673128
697,14,train,BW - Arid desert,Ice/Snow,1598145266000,1598162313195,EPSG:32643,8,73.03736696681896,38.03799681143306,73.27010481040821,38.22183402610472
124,1329,train,BS - Arid Steppe,Forest,1563033774000,1563004943840,EPSG:32736,7,34.65091446753567,-7.581146923821694,34.83291143467367,-7.399417828876498
156,2285,train,"Ds - Cold, dry summer",Shrubs,1552143555000,1552161544000,EPSG:32609,3,-129.52708822769495,56.63293320219875,-129.1983922615139,56.813646967525266
442,1728,train,"Dw - Cold, dry winter",Built up,1552599966000,1552617929486,EPSG:32651,3,125.14617359326475,43.883932034246634,125.40233435081943,44.06891425341731
353,155,train,ET - Tundra,Built up,1514007248000,1514024669462,EPSG:32632,12,9.959639976828269,46.612067717513675,10.224979974801158,46.794607083315334
509,276,train,"Cf - Temperate, no dry season",Cropland,1589736745000,1589712449274,EPSG:32631,5,4.50925956681311,48.76011386890938,4.78782420452683,48.94394464959572
1114,1330,train,"Ds - Cold, dry summer",Bare/Moss/Lichen,1603197134000,1603171156887,EPSG:32644,10,82.3143379172758,34.24290300344147,82.53485788485743,34.42583573527128
469,824,train,"Af - Tropical, rainforest",Built up,1556190909000,1556162386000,EPSG:32748,4,106.03137014766205,-6.403832358701826,106.21263958252415,-6.222462994900851
1066,194,train,"Df(a|b) - Cold, no dry season",Bare/Moss/Lichen,1584582441000,1584558589011,EPSG:32611,3,-120.01279878179506,52.75923868346828,-119.70420169568253,52.94604676349427
1045,2103,train,"Af - Tropical, rainforest",Grassland,1566591687000,1566608902869,EPSG:32754,8,138.8740782208878,-4.149428368755991,139.0546910076995,-3.9680608290125
805,759,train,"Df(c|d) - Cold, no dry season",Wetlands,1591393740000,1591413002692,EPSG:32652,6,127.09615328669852,63.58312031273017,127.51112071355728,63.76738181271215
1166,392,train,"Cw - Temperate, dry winter",Bare/Moss/Lichen,1599087441000,1599057569134,EPSG:32720,9,-65.8976464367201,-23.901414814691126,-65.69756535658088,-23.717329760249665
362,470,train,"Cs - Temperate, dry summer",Built up,1532755799000,1532772820281,EPSG:32632,7,7.28459904532305,35.7131194568032,7.509610547304477,35.89641541348399
514,2024,train,"Cf - Temperate, no dry season",Cropland,1532452138000,1532428551769,EPSG:32632,7,8.178825806248424,53.4293025569069,8.483443116290323,53.61083985064952
678,613,train,ET - Tundra,Ice/Snow,1585548953000,1585570153776,EPSG:32633,3,17.717613358040023,77.64702904192995,18.606055888117623,77.83571065658121
694,942,train,"Cw - Temperate, dry winter",Ice/Snow,1602420986000,1602394814188,EPSG:32643,10,76.94427685561168,32.3373174375734,77.16107198653238,32.52118225267715
487,1186,train,"Dw - Cold, dry winter",Cropland,1592008733000,1591984270408,EPSG:32614,6,-101.57647356596631,46.12795057184163,-101.3092722701249,46.31341784089682
722,2139,train,"Cs - Temperate, dry summer",Ice/Snow,1601200604000,1601217809823,EPSG:32719,9,-71.51908616982519,-37.57217934862666,-71.28718931700247,-37.38737309633978
824,2304,train,"Ds - Cold, dry summer",Wetlands,1572029285000,1572048491316,EPSG:32660,10,175.6494126577189,65.05774297989512,176.08369966297667,65.24046928078101
820,921,train,"Ds - Cold, dry summer",Wetlands,1563912724000,1563931220134,EPSG:32656,7,153.82272039244404,59.511329833593756,154.18251893630043,59.69369814831268
45,107,train,"Cs - Temperate, dry summer",Forest,1596386949000,1596361732350,EPSG:32633,8,16.883890599116334,42.84085576957635,17.134826776187662,43.025241504915506
724,2129,train,"Cw - Temperate, dry winter",Ice/Snow,1591829962000,1591801039185,EPSG:32719,6,-68.47848319610453,-16.10345883648025,-68.29090387910853,-15.922035288150221
318,941,train,"Cs - Temperate, dry summer",Built up,1553953940000,1553971501000,EPSG:32611,3,-118.04530202565466,33.946103003956026,-117.82657368417574,34.12819583324485
1166,335,train,"Cw - Temperate, dry winter",Bare/Moss/Lichen,1557615428000,1557585574000,EPSG:32720,5,-65.8976464367201,-23.901414814691126,-65.69756535658088,-23.717329760249665
943,281,train,"Ds - Cold, dry summer",Grassland,1602896736000,1602914268346,EPSG:32643,10,74.32802063647212,40.66107355735301,74.56654214292293,40.84246223220617
929,2150,train,"Cs - Temperate, dry summer",Grassland,1564629960000,1564647589497,EPSG:32637,8,38.54463051179683,37.54310064557088,38.77223982071293,37.724112721283504
1067,1403,train,"Df(a|b) - Cold, no dry season",Bare/Moss/Lichen,1603201834000,1603219412821,EPSG:32611,10,-116.13018388990874,39.03529533511809,-115.89620534460153,39.21754081867601
1018,2274,train,BW - Arid desert,Grassland,1548091588000,1548060543000,EPSG:32734,1,19.238277229686357,-31.14889623848694,19.45104393762688,-30.965728439349494
951,354,train,"Df(a|b) - Cold, no dry season",Grassland,1575160661000,1575178508908,EPSG:32644,12,82.71459265384837,49.32410021489294,82.99711524556356,49.50842070517851
312,1729,train,"Af - Tropical, rainforest",Shrubs,1558978817000,1558996260000,EPSG:32760,5,177.67708110428453,-17.548746153824194,177.8662767010069,-17.367158972254035
964,810,train,"Dw - Cold, dry winter",Grassland,1551823811000,1551841493000,EPSG:32650,3,119.03134753296175,46.6478934145296,119.30030405113337,46.832793132830794
267,1364,train,"Cf - Temperate, no dry season",Shrubs,1609320272000,1609338186110,EPSG:32720,12,-63.93606010607493,-37.897958741482555,-63.706768834518826,-37.71603893187326
997,1720,train,"Am - Tropical, monsoon",Grassland,1592212547000,1592229900954,EPSG:32721,6,-55.28873228127586,-8.843928235965937,-55.106022121953536,-8.662157559399091
107,794,train,"Aw - Tropical, savannah",Forest,1601372086000,1601389673032,EPSG:32720,9,-61.617247932769565,-18.897892393292807,-61.42583098367971,-18.71560112744086
10,482,train,BS - Arid Steppe,Forest,1571058124000,1571076205267,EPSG:32613,10,-105.40233305113162,38.180605655063914,-105.17286867713072,38.36150321427589
367,290,train,"Df(c|d) - Cold, no dry season",Built up,1514176211000,1514194087179,EPSG:32634,12,23.172145572857353,42.59012982950134,23.42282985671243,42.77508320486382
14,1029,train,BS - Arid Steppe,Forest,1548159894000,1548177433000,EPSG:32614,1,-98.432949490507,23.468493310551757,-98.23598050441228,23.650066263567894
217,2079,train,"Cs - Temperate, dry summer",Shrubs,1557292334000,1557309613000,EPSG:32633,5,13.047969489675326,37.95319257370359,13.280405743328409,38.13700647548226
165,1576,train,"Df(a|b) - Cold, no dry season",Shrubs,1605836551000,1605811424348,EPSG:32611,11,-116.55999457810572,38.53212037389964,-116.32874479933055,38.713531704972894
443,1772,train,"Dw - Cold, dry winter",Built up,1552470982000,1552445835596,EPSG:32651,3,120.97221129205201,37.55584462622973,121.20353858749233,37.739778106066574
402,774,train,BW - Arid desert,Built up,1570584108000,1570601887475,EPSG:32642,10,69.56795754258215,40.16914529845075,69.80507755258668,40.35080561724209
973,1280,train,"Df(c|d) - Cold, no dry season",Grassland,1599857013000,1599874744728,EPSG:32655,9,148.2709021185519,64.82980038608697,148.70379858273068,65.01350527922479
160,1146,train,"Df(a|b) - Cold, no dry season",Shrubs,1548079276000,1548098285000,EPSG:32611,1,-117.32114243787274,59.10088963120776,-116.96999133732936,59.28097669867326
179,2279,train,"Cf - Temperate, no dry season",Shrubs,1547987980000,1548005159000,EPSG:32614,1,-100.14444088200749,28.342826054777525,-99.93836801167387,28.52498355978535
1,728,train,"Ds - Cold, dry summer",Forest,1584284361000,1584301750561,EPSG:32609,3,-129.21860899749473,56.08723489057335,-128.895538796518,56.26716607065335
402,1823,train,BW - Arid desert,Built up,1563283394000,1563257893684,EPSG:32642,7,69.56795754258215,40.16914529845075,69.80507755258668,40.35080561724209
440,26,train,"Dw - Cold, dry winter",Built up,1571998429000,1571973407823,EPSG:32650,10,116.47840277055072,39.96344914132519,116.7140657295795,40.14454599387374
813,2070,train,ET - Tundra,Wetlands,1591393611000,1591412871803,EPSG:32653,6,135.99183803860123,70.75421883403354,136.54957215858525,70.93734466555576
1135,2164,train,BW - Arid desert,Bare/Moss/Lichen,1580553581000,1580528736897,EPSG:32649,2,108.79501779576768,44.69301941876615,109.05424667999783,44.87763103763826
368,1266,train,ET - Tundra,Built up,1589344200000,1589362123169,EPSG:32634,5,22.84950536760652,42.45825857348744,23.09876522589684,42.642554678522444
11,1812,train,BS - Arid Steppe,Forest,1560042428000,1560016573000,EPSG:32613,6,-106.9720028082212,27.994186655731472,-106.76530905297035,28.177496840739096
676,1433,train,"Df(c|d) - Cold, no dry season",Ice/Snow,1563859629000,1563877084310,EPSG:32632,7,10.372798990627453,46.40173258547106,10.638425079393423,46.58518249026592
277,1871,train,"Aw - Tropical, savannah",Shrubs,1596184966000,1596202442116,EPSG:32723,7,-46.73615241200568,-6.135926859785416,-46.554856816097605,-5.954438228668455
1091,1882,train,"Aw - Tropical, savannah",Bare/Moss/Lichen,1607788191000,1607760515329,EPSG:32637,12,36.8613141135328,4.698864116620856,37.0421874632145,4.88031175953485
1136,1095,train,"Am - Tropical, monsoon",Bare/Moss/Lichen,1571348766000,1571366571823,EPSG:32651,10,120.6153190546853,17.36305545786837,120.80587359540574,17.54595045478735
858,1183,train,BS - Arid Steppe,Wetlands,1563901485000,1563872132476,EPSG:32734,7,21.94442862808801,-18.64236772773369,22.13510878843094,-18.460501066307643
696,1367,train,BW - Arid desert,Ice/Snow,1590583740000,1590558552415,EPSG:32643,5,76.49167122857727,35.24549047291528,76.71533933489398,35.42876823585888
1142,2043,train,"Af - Tropical, rainforest",Bare/Moss/Lichen,1568676820000,1568648161177,EPSG:32718,9,-76.95671957622207,-10.385523626094018,-76.7730065825009,-10.203589135254951
161,1254,train,"Ds - Cold, dry summer",Shrubs,1596331048000,1596309995576,EPSG:32611,8,-114.78984210426493,64.19673295849904,-114.36105809216916,64.38306606883921
91,1654,train,"Dw - Cold, dry winter",Forest,1594504317000,1594521772952,EPSG:32652,7,126.91643846593078,53.15991019252654,127.22427685618449,53.34453064679647
612,1306,train,"Dw - Cold, dry winter",Cropland,1609019719000,1609037761472,EPSG:32651,12,121.84661154420037,41.5661781373556,122.08977957274786,41.74853956582371
1082,1441,train,"Cs - Temperate, dry summer",Bare/Moss/Lichen,1551377803000,1551352302931,EPSG:32630,2,-3.779385513687901,34.050516882305374,-3.560934563417452,34.23215304650082
250,806,train,"Df(c|d) - Cold, no dry season",Shrubs,1556695636000,1556674782000,EPSG:32656,5,150.02833581210666,62.12763134583844,150.42917629272532,62.31471768371372
372,1951,train,"Df(a|b) - Cold, no dry season",Built up,1581525267000,1581501439842,EPSG:32634,2,19.172512866080762,47.58811879823202,19.444817582902946,47.77201222816319
91,918,train,"Dw - Cold, dry winter",Forest,1568151825000,1568169769182,EPSG:32652,9,126.91643846593078,53.15991019252654,127.22427685618449,53.34453064679647
882,676,train,"Ds - Cold, dry summer",Grassland,1554346595000,1554327388000,EPSG:32606,4,-145.147985237224,67.76132929448853,-144.65651755210888,67.94676946914751
175,498,train,"Df(a|b) - Cold, no dry season",Shrubs,1572094974000,1572112454686,EPSG:32613,10,-106.0094695747795,35.2167957083843,-105.78739057451882,35.39883788377178
1167,380,train,"Am - Tropical, monsoon",Bare/Moss/Lichen,1564912245000,1564929453864,EPSG:32720,8,-65.38950122077341,-16.94857594237189,-65.1996247590412,-16.765647749756724
252,497,train,"Df(c|d) - Cold, no dry season",Shrubs,1555443404000,1555463303000,EPSG:32657,4,161.28567804528964,65.7120632410955,161.74030405663498,65.89859360634038
279,864,train,"Aw - Tropical, savannah",Shrubs,1556525950000,1556543120000,EPSG:32724,4,-40.79085968189229,-11.373831612528603,-40.60644042169966,-11.191894639630242
234,1059,train,BS - Arid Steppe,Shrubs,1585359933000,1585377443734,EPSG:32642,3,66.46987897653828,42.879940412779,66.72206607293916,43.06512562619524
363,1136,train,ET - Tundra,Built up,1554053001000,1554028687000,EPSG:32632,3,6.724249816765044,46.37631307207825,6.991758933197827,46.561148009497344
504,8,train,"Ds - Cold, dry summer",Cropland,1495476657000,1495451352000,EPSG:32630,5,-4.149962058855772,40.93216598442863,-3.909182552436374,41.11451614153945
819,2259,train,ET - Tundra,Wetlands,1583958266000,1583978242406,EPSG:32656,3,150.93132532763812,71.01115479312921,151.5009509469544,71.19575811760424
973,897,train,"Df(c|d) - Cold, no dry season",Grassland,1598820212000,1598838544041,EPSG:32655,8,148.2709021185519,64.82980038608697,148.70379858273068,65.01350527922479
487,118,train,"Dw - Cold, dry winter",Cropland,1597192736000,1597168270133,EPSG:32614,8,-101.57647356596631,46.12795057184163,-101.3092722701249,46.31341784089682
1156,1459,train,"Cf - Temperate, no dry season",Bare/Moss/Lichen,1552348024000,1552314417000,EPSG:32719,3,-70.23712359852081,-51.32189235087771,-69.9463287620838,-51.13932054365451
299,773,train,"Af - Tropical, rainforest",Shrubs,1608653083000,1608624613225,EPSG:32736,12,34.54420895090209,-0.50555979535432,34.72400212633336,-0.324560091954973
334,415,train,"Aw - Tropical, savannah",Built up,1580905115000,1580921955198,EPSG:32615,2,-95.82410803507305,15.865922774245794,-95.63488865377055,16.04898381290667
910,1805,train,"Cs - Temperate, dry summer",Grassland,1500660661000,1500635278000,EPSG:32630,7,-4.562172921544327,40.08603990017739,-4.323399631499894,40.26919108060947
1036,79,train,BS - Arid Steppe,Grassland,1602106800000,1602123854322,EPSG:32750,10,117.36098544749922,-22.976283697258157,117.55667761856164,-22.794965038579477
198,669,train,"Aw - Tropical, savannah",Shrubs,1599778413000,1599751665366,EPSG:32619,9,-71.78738940108802,19.559820683467354,-71.59371336667746,19.743305876508046
357,2007,train,"Cf - Temperate, no dry season",Built up,1562218471000,1562236646000,EPSG:32632,7,8.78649603470174,49.12703858179319,9.061767784033973,49.307213531212305
348,1768,train,"Cf - Temperate, no dry season",Built up,1580969686000,1580987781189,EPSG:32631,2,1.101014581902331,52.54304058583352,1.403723107415586,52.72720545451348
25,1853,train,"Df(a|b) - Cold, no dry season",Forest,1568414198000,1568390383169,EPSG:32619,9,-71.68572255669753,47.996792379176405,-71.40838842201525,48.18259813408405
249,304,train,"Df(c|d) - Cold, no dry season",Shrubs,1587627822000,1587606575748,EPSG:32655,4,148.57349443008295,62.65182815397126,148.9757079361412,62.83628572916851
927,1593,train,"Cs - Temperate, dry summer",Grassland,1501041510000,1501058962000,EPSG:32636,7,30.58264213980303,37.93855297000013,30.816103948722862,38.123214051558435
239,297,train,"Am - Tropical, monsoon",Shrubs,1546299628000,1546316568000,EPSG:32646,1,94.07820470120637,19.831004853403442,94.2706964799976,20.013054975732338
558,2277,train,BW - Arid desert,Cropland,1556721750000,1556696460000,EPSG:32639,5,48.37744285616788,32.10929478703484,48.5945127585953,32.293860414263555
1170,501,train,"Am - Tropical, monsoon",Bare/Moss/Lichen,1563416311000,1563434052322,EPSG:32738,7,47.61899332152334,-16.10427596803603,47.80826116033681,-15.921219290500053
91,1942,train,"Dw - Cold, dry winter",Forest,1552599816000,1552617766316,EPSG:32652,3,126.91643846593078,53.15991019252654,127.22427685618449,53.34453064679647
781,1223,train,"Ds - Cold, dry summer",Wetlands,1585964270000,1585981653328,EPSG:32642,4,68.41417911494126,42.24766546186124,68.65840138844845,42.42885384387777
349,1310,train,ET - Tundra,Built up,1517378410000,1517396056437,EPSG:32631,1,0.227873690587706,42.81394441139867,0.48044191031664,42.999609104620156
1077,71,train,ET - Tundra,Bare/Moss/Lichen,1596754679000,1596735880044,EPSG:32617,8,-83.68863174308744,67.78113663745461,-83.19420419847572,67.96753109421856
849,873,train,"Am - Tropical, monsoon",Wetlands,1595841290000,1595858024643,EPSG:32722,7,-52.682584019118586,-3.970246329069749,-52.50207983049875,-3.788857716665914
237,2297,train,"Am - Tropical, monsoon",Shrubs,1607687722000,1607660571173,EPSG:32646,12,93.7368772920951,20.168602252559907,93.92942836923966,20.35031197503128
478,1164,train,"Df(c|d) - Cold, no dry season",Cropland,1565573496000,1565550505376,EPSG:32611,8,-118.05292808425675,57.74892530969323,-117.71155090763172,57.93098043996317
